correlativo_estudiante,nombre_carrera,fecha_inscripcion,anio_inscripcion,sexo,pais_nacionalidad,tipo_inscripcion
1749,INGENIERIA MECANICA ,2018-12-08,2019,M,GUATEMALA,REINGRESO
3125,INGENIERIA AMBIENTAL,2018-12-08,2019,F,GUATEMALA,REINGRESO
3125,INGENIERIA QUIMICA,2018-12-08,2019,F,GUATEMALA,REINGRESO
3510,INGENIERIA CIVIL,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
3864,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
4329,INGENIERIA ELECTRONICA,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
4480,INGENIERIA QUIMICA,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
5251,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
5295,INGENIERIA QUIMICA,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
5881,INGENIERIA MECANICA ,2018-12-08,2019,M,GUATEMALA,REINGRESO
5895,INGENIERIA MECANICA ,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
6503,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,F,GUATEMALA,PRIMER INGRESO
6923,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
7514,INGENIERIA QUIMICA,2018-12-08,2019,F,GUATEMALA,PRIMER INGRESO
7868,INGENIERIA CIVIL,2018-12-08,2019,F,GUATEMALA,PRIMER INGRESO
8823,INGENIERIA MECANICA,2018-12-08,2019,M,GUATEMALA,REINGRESO
9356,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,REINGRESO
9858,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,REINGRESO
9873,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
10245,INGENIERIA INDUSTRIAL,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
11885,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
3508,INGENIERIA INDUSTRIAL,2018-12-09,2019,M,GUATEMALA,PRIMER INGRESO
5262,INGENIERIA ELECTRICA,2018-12-09,2019,M,GUATEMALA,REINGRESO
5729,INGENIERIA QUIMICA,2018-12-09,2019,M,GUATEMALA,REINGRESO
6603,INGENIERIA INDUSTRIAL,2018-12-09,2019,F,GUATEMALA,REINGRESO
10643,INGENIERIA CIVIL,2018-12-09,2019,M,GUATEMALA,PRIMER INGRESO
12211,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-09,2019,M,GUATEMALA,PRIMER INGRESO
12744,INGENIERIA INDUSTRIAL,2018-12-09,2019,M,GUATEMALA,PRIMER INGRESO
208,INGENIERIA ELECTRICA,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
707,INGENIERIA MECANICA ,2018-12-10,2019,F,GUATEMALA,REINGRESO
1198,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,REINGRESO
1623,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,REINGRESO
2296,INGENIERIA QUIMICA,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
2559,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
2792,INGENIERIA MECANICA,2018-12-10,2019,M,GUATEMALA,REINGRESO
2794,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
3054,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
3179,INGENIERIA QUIMICA,2018-12-10,2019,F,GUATEMALA,PRIMER INGRESO
3266,INGENIERIA CIVIL,2018-12-10,2019,M,GUATEMALA,REINGRESO
3530,INGENIERIA MECANICA ,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
3555,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,REINGRESO
3787,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
3886,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
4007,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,REINGRESO
4354,INGENIERIA INDUSTRIAL,2018-12-10,2019,M,GUATEMALA,REINGRESO
4847,INGENIERIA INDUSTRIAL,2018-12-10,2019,M,GUATEMALA,REINGRESO
5008,INGENIERIA CIVIL,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
5437,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
5488,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
5979,INGENIERIA INDUSTRIAL,2018-12-10,2019,F,GUATEMALA,REINGRESO
6080,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
6396,INGENIERIA QUIMICA,2018-12-10,2019,F,GUATEMALA,PRIMER INGRESO
7147,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
7635,INGENIERIA CIVIL,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
8781,INGENIERIA INDUSTRIAL,2018-12-10,2019,F,GUATEMALA,PRIMER INGRESO
9905,INGENIERIA CIVIL,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
10069,INGENIERIA MECANICA ,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
10186,INGENIERIA CIVIL,2018-12-10,2019,M,GUATEMALA,REINGRESO
11930,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-10,2019,M,GUATEMALA,PRIMER INGRESO
643,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
646,INGENIERIA MECANICA ,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
660,INGENIERIA ELECTRONICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
1254,INGENIERIA ELECTRICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
2398,INGENIERIA CIVIL,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
2611,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
2854,INGENIERIA MECANICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
2952,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
3297,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
3721,INGENIERIA MECANICA ,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
4083,INGENIERIA MECANICA,2018-12-11,2019,M,GUATEMALA,REINGRESO
4854,INGENIERIA INDUSTRIAL,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
5285,INGENIERIA CIVIL,2018-12-11,2019,M,GUATEMALA,REINGRESO
7012,INGENIERIA ELECTRICA,2018-12-11,2019,F,GUATEMALA,PRIMER INGRESO
8024,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
8117,INGENIERIA ELECTRICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
8634,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
8887,INGENIERIA INDUSTRIAL,2018-12-11,2019,F,GUATEMALA,PRIMER INGRESO
9540,INGENIERIA ELECTRONICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
9597,INGENIERIA EN INDUSTRIAS ,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
10473,INGENIERIA MECANICA ,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
10571,INGENIERIA MECANICA ELECTRICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
10933,INGENIERIA CIVIL,2018-12-11,2019,F,GUATEMALA,REINGRESO
11001,INGENIERIA QUIMICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
11146,INGENIERIA MECANICA ELECTRICA,2018-12-11,2019,M,GUATEMALA,PRIMER INGRESO
11573,INGENIERIA INDUSTRIAL,2018-12-11,2019,M,GUATEMALA,REINGRESO
12370,INGENIERIA QUIMICA,2018-12-11,2019,F,GUATEMALA,PRIMER INGRESO
12465,INGENIERIA INDUSTRIAL,2018-12-11,2019,M,GUATEMALA,REINGRESO
71,INGENIERIA QUIMICA,2018-12-12,2019,F,GUATEMALA,REINGRESO
339,INGENIERIA CIVIL,2018-12-12,2019,F,GUATEMALA,PRIMER INGRESO
1048,INGENIERIA QUIMICA,2018-12-12,2019,F,GUATEMALA,REINGRESO
1869,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
2057,INGENIERIA INDUSTRIAL,2018-12-12,2019,M,GUATEMALA,REINGRESO
2122,INGENIERIA ELECTRONICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
2475,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
3045,INGENIERIA QUIMICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
3806,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
5593,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
5961,INGENIERIA INDUSTRIAL,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
6520,INGENIERIA QUIMICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
6691,INGENIERIA ELECTRONICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
7741,INGENIERIA QUIMICA,2018-12-12,2019,F,GUATEMALA,PRIMER INGRESO
7748,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,REINGRESO
8747,INGENIERIA QUIMICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
8785,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,REINGRESO
9215,INGENIERIA MECANICA ELECTRICA,2018-12-12,2019,M,GUATEMALA,PRIMER INGRESO
9685,INGENIERIA INDUSTRIAL,2018-12-12,2019,F,GUATEMALA,PRIMER INGRESO
10504,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-12,2019,M,GUATEMALA,REINGRESO
12181,INGENIERIA MECANICA ELECTRICA,2018-12-12,2019,M,GUATEMALA,REINGRESO
824,INGENIERIA CIVIL,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
829,INGENIERIA QUIMICA,2018-12-13,2019,F,GUATEMALA,REINGRESO
1443,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
2350,INGENIERIA CIVIL,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
2651,INGENIERIA INDUSTRIAL,2018-12-13,2019,M,GUATEMALA,REINGRESO
2651,INGENIERIA MECANICA,2018-12-13,2019,M,GUATEMALA,REINGRESO
2758,INGENIERIA CIVIL,2018-12-13,2019,F,GUATEMALA,REINGRESO
2924,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
3087,INGENIERIA MECANICA ,2018-12-13,2019,F,GUATEMALA,PRIMER INGRESO
3364,INGENIERIA MECANICA ELECTRICA,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
3758,INGENIERIA ELECTRONICA,2018-12-13,2019,F,GUATEMALA,REINGRESO
3847,INGENIERIA MECANICA ,2018-12-13,2019,M,GUATEMALA,REINGRESO
4031,INGENIERIA INDUSTRIAL,2018-12-13,2019,M,GUATEMALA,REINGRESO
4277,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
4365,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
4672,INGENIERIA QUIMICA,2018-12-13,2019,M,GUATEMALA,REINGRESO
5039,INGENIERIA INDUSTRIAL,2018-12-13,2019,F,GUATEMALA,REINGRESO
5052,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
5100,INGENIERIA MECANICA ,2018-12-13,2019,M,GUATEMALA,REINGRESO
5430,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
5762,INGENIERIA EN INDUSTRIAS ,2018-12-13,2019,M,GUATEMALA,REINGRESO
6572,INGENIERIA QUIMICA,2018-12-13,2019,F,GUATEMALA,PRIMER INGRESO
7207,INGENIERIA MECANICA ELECTRICA,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
7808,INGENIERIA MECANICA ,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
7835,INGENIERIA INDUSTRIAL,2018-12-13,2019,M,GUATEMALA,REINGRESO
8069,INGENIERIA ELECTRONICA,2018-12-13,2019,M,GUATEMALA,REINGRESO
8677,INGENIERIA MECANICA ELECTRICA,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
8809,INGENIERIA MECANICA ,2018-12-13,2019,M,GUATEMALA,REINGRESO
10392,INGENIERIA CIVIL,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
10516,INGENIERIA QUIMICA,2018-12-13,2019,F,GUATEMALA,REINGRESO
10897,INGENIERIA CIVIL,2018-12-13,2019,M,GUATEMALA,REINGRESO
11110,INGENIERIA CIVIL,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
11372,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
11717,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
11807,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,REINGRESO
11928,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,F,GUATEMALA,REINGRESO
12497,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-13,2019,M,GUATEMALA,PRIMER INGRESO
354,INGENIERIA QUIMICA,2018-12-14,2019,M,GUATEMALA,REINGRESO
793,INGENIERIA MECANICA ,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
815,INGENIERIA QUIMICA,2018-12-14,2019,F,GUATEMALA,PRIMER INGRESO
1208,INGENIERIA CIVIL,2018-12-14,2019,F,GUATEMALA,REINGRESO
1226,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
2641,INGENIERIA INDUSTRIAL,2018-12-14,2019,M,GUATEMALA,REINGRESO
3716,INGENIERIA QUIMICA,2018-12-14,2019,M,GUATEMALA,REINGRESO
4005,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
5495,INGENIERIA ELECTRONICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
5828,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
6042,INGENIERIA INDUSTRIAL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
6160,INGENIERIA ELECTRONICA,2018-12-14,2019,F,GUATEMALA,PRIMER INGRESO
6292,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
6507,INGENIERIA AMBIENTAL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
6629,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,F,GUATEMALA,REINGRESO
6764,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
7141,INGENIERIA QUIMICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
7268,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
7675,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,REINGRESO
7711,INGENIERIA ELECTRONICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
8165,INGENIERIA MECANICA ELECTRICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
8176,INGENIERIA MECANICA ,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
8230,INGENIERIA MECANICA ,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
8295,INGENIERIA ELECTRICA,2018-12-14,2019,F,GUATEMALA,PRIMER INGRESO
8401,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
8900,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,F,GUATEMALA,REINGRESO
9121,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
9128,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
9438,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,F,GUATEMALA,REINGRESO
9637,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
9767,INGENIERIA INDUSTRIAL,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
10258,INGENIERIA MECANICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
10324,INGENIERIA CIVIL,2018-12-14,2019,M,GUATEMALA,REINGRESO
10470,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,REINGRESO
10525,INGENIERIA ELECTRONICA,2018-12-14,2019,M,GUATEMALA,REINGRESO
10616,INGENIERIA ELECTRICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
10627,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,REINGRESO
11337,INGENIERIA QUIMICA,2018-12-14,2019,M,GUATEMALA,REINGRESO
11439,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-14,2019,M,GUATEMALA,REINGRESO
11454,INGENIERIA MECANICA ELECTRICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
12172,INGENIERIA MECANICA ,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
12234,INGENIERIA MECANICA ELECTRICA,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
12333,INGENIERIA MECANICA ,2018-12-14,2019,M,GUATEMALA,PRIMER INGRESO
1567,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
1639,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,REINGRESO
1675,INGENIERIA INDUSTRIAL,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
3358,INGENIERIA INDUSTRIAL,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
3498,INGENIERIA MECANICA ELECTRICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
3660,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,REINGRESO
5102,INGENIERIA MECANICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
5328,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
5718,INGENIERIA CIVIL,2018-12-15,2019,M,GUATEMALA,REINGRESO
6083,INGENIERIA AMBIENTAL,2018-12-15,2019,M,GUATEMALA,REINGRESO
6083,INGENIERIA QUIMICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
6242,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,REINGRESO
7029,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
7046,INGENIERIA QUIMICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
7394,INGENIERIA CIVIL,2018-12-15,2019,M,GUATEMALA,REINGRESO
7426,INGENIERIA ELECTRONICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
7834,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
8432,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,F,GUATEMALA,REINGRESO
9377,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
9435,INGENIERIA ELECTRICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
9471,INGENIERIA ELECTRICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
9657,INGENIERIA CIVIL,2018-12-15,2019,F,GUATEMALA,PRIMER INGRESO
9706,INGENIERIA ELECTRICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
9725,INGENIERIA ELECTRICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
10294,INGENIERIA ELECTRONICA,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
10481,INGENIERIA CIVIL,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
10594,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,PRIMER INGRESO
11308,INGENIERIA MECANICA ELECTRICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
11725,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-15,2019,M,GUATEMALA,REINGRESO
12128,INGENIERIA INDUSTRIAL,2018-12-15,2019,F,GUATEMALA,REINGRESO
12540,INGENIERIA ELECTRONICA,2018-12-15,2019,M,GUATEMALA,REINGRESO
205,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
435,INGENIERIA ELECTRICA,2018-12-16,2019,M,GUATEMALA,REINGRESO
693,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,REINGRESO
2994,INGENIERIA MECANICA,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
3558,INGENIERIA ELECTRONICA,2018-12-16,2019,M,GUATEMALA,REINGRESO
3955,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,REINGRESO
5199,INGENIERIA MECANICA ELECTRICA,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
5744,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
5887,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
5928,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
6475,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
7243,INGENIERIA MECANICA ELECTRICA,2018-12-16,2019,M,GUATEMALA,PRIMER INGRESO
8471,INGENIERIA ELECTRONICA,2018-12-16,2019,M,GUATEMALA,REINGRESO
8822,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-16,2019,M,GUATEMALA,REINGRESO
26,INGENIERIA INDUSTRIAL,2018-12-17,2019,M,GUATEMALA,REINGRESO
466,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
555,INGENIERIA ELECTRONICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
1071,INGENIERIA MECANICA ,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
1156,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,REINGRESO
1261,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
1657,INGENIERIA MECANICA ,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
1887,INGENIERIA QUIMICA,2018-12-17,2019,F,GUATEMALA,PRIMER INGRESO
1989,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,REINGRESO
2161,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,REINGRESO
2316,INGENIERIA MECANICA ,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
3121,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,F,GUATEMALA,PRIMER INGRESO
3715,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,REINGRESO
3743,INGENIERIA ELECTRICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
3894,INGENIERIA MECANICA ELECTRICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
4035,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,REINGRESO
4239,INGENIERIA ELECTRONICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
4699,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
4708,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,REINGRESO
4819,INGENIERIA INDUSTRIAL,2018-12-17,2019,M,GUATEMALA,REINGRESO
5166,INGENIERIA MECANICA ,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
5173,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,REINGRESO
5278,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,REINGRESO
6114,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,F,GUATEMALA,PRIMER INGRESO
6179,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
6201,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
6733,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
6849,INGENIERIA INDUSTRIAL,2018-12-17,2019,M,GUATEMALA,REINGRESO
6849,INGENIERIA QUIMICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
7208,INGENIERIA AMBIENTAL,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
7467,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,REINGRESO
8405,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
8463,INGENIERIA ELECTRICA,2018-12-17,2019,M,GUATEMALA,REINGRESO
9288,INGENIERIA INDUSTRIAL,2018-12-17,2019,M,GUATEMALA,REINGRESO
9317,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
9345,INGENIERIA CIVIL,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
9537,INGENIERIA MECANICA,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
10100,INGENIERIA MECANICA ,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
10467,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-17,2019,M,GUATEMALA,PRIMER INGRESO
