correlativo_estudiante,nombre_carrera,fecha_inscripcion,anio_inscripcion,sexo,pais_nacionalidad,tipo_inscripcion
499,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
543,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
602,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
627,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,F,GUATEMALA,REINGRESO
656,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
680,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
707,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
747,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
774,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
807,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
852,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
876,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
944,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
970,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
1010,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
1038,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
1094,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
1133,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
1200,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
1222,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
1234,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
1239,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
1243,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
1251,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1274,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
1278,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1292,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1430,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
1466,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
1512,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
1540,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
1606,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1627,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
1653,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
1679,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
1739,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
1789,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
1790,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1796,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1878,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
1898,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
2003,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2013,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2019,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2154,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2170,INGENIERIA AMBIENTAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
2181,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2287,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2290,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
2312,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2374,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
2377,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
2394,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2402,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2490,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2490,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
2513,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2531,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
2592,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2778,INGENIERIA EN INDUSTRIAS ,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
2810,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
2896,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
2915,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
2916,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3183,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
3258,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
3264,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3287,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3291,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3311,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
3312,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3322,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3368,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
3419,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3438,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3439,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
3505,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
3578,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3624,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3631,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
3642,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
3745,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
3755,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
3781,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
3895,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3938,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
3942,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
3959,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
3959,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4020,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
4185,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
4208,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
4218,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
4235,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
4248,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
4283,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4298,INGENIERIA EN INDUSTRIAS ,2019-01-11,2019,F,GUATEMALA,REINGRESO
4310,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
4374,INGENIERIA ELECTRICA,2019-01-11,2019,F,COSTA RICA,REINGRESO
4423,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
4431,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4436,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
4445,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
4491,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
4646,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
4669,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
4673,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
4676,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4707,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
4744,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4763,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4840,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
4887,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
4909,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
4924,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
4980,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
4988,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5019,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
5048,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5197,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5242,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
5291,INGENIERIA MECANICA ,2019-01-11,2019,F,GUATEMALA,REINGRESO
5345,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
5382,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
5444,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
5445,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
5446,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
5449,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5453,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
5459,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
5525,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
5526,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
5766,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5774,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
5815,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
5886,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6007,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
6048,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO (TRASLADO)
6118,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
6173,INGENIERIA AMBIENTAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6208,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6335,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
6404,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6496,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
6523,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6592,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6666,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6673,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
6712,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
6735,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6762,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
6763,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
6824,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
6835,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
6864,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
6928,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
6936,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
6968,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,F,GUATEMALA,REINGRESO
7037,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7045,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
7090,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
7122,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7264,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
7320,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
7345,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
7403,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
7481,INGENIERIA ELECTRONICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
7564,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
7564,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7589,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7595,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7620,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
7679,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7687,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
7723,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
7815,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
7816,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
7916,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
7948,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
8006,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
8012,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
8049,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8052,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8067,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
8080,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8082,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8114,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
8269,INGENIERIA AMBIENTAL,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
8314,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
8320,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8349,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
8412,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
8419,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
8503,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
8560,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
8700,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,F,GUATEMALA,PRIMER INGRESO
8862,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
8876,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
8899,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
9011,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9045,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9112,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
9112,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
9125,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
9182,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
9251,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9255,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9270,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
9398,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
9421,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9464,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9472,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9516,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
9525,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
9542,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
9621,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9631,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
9759,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9772,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9786,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
9826,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
9844,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
9895,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
9914,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
9996,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10155,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10286,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10339,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10356,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10413,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
10414,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
10445,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10449,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
10485,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
10514,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
10528,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
10536,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10540,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
10554,INGENIERIA INDUSTRIAL,2019-01-11,2019,F,GUATEMALA,REINGRESO
10582,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10608,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10712,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10772,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
10797,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
10905,INGENIERIA ELECTRONICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
10907,INGENIERIA QUIMICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
10987,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
11062,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
11137,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11152,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11153,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11218,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11270,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
11322,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11346,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11351,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11526,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11528,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11540,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11581,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
11596,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11638,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11652,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11706,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11712,INGENIERIA ELECTRONICA,2019-01-11,2019,F,GUATEMALA,REINGRESO
11733,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11777,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11837,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
11840,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
11840,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11919,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
11956,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
11978,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-01-11,2019,M,GUATEMALA,REINGRESO
12072,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
12083,INGENIERIA AMBIENTAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
12083,INGENIERIA QUIMICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
12108,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,REINGRESO
12137,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
12233,INGENIERIA CIVIL,2019-01-11,2019,F,GUATEMALA,REINGRESO
12252,INGENIERIA MECANICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
12252,INGENIERIA MECANICA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
12255,INGENIERIA CIVIL,2019-01-11,2019,M,GUATEMALA,REINGRESO
12262,INGENIERIA ELECTRICA,2019-01-11,2019,M,GUATEMALA,REINGRESO
12305,INGENIERIA ELECTRONICA,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
12316,INGENIERIA MECANICA ,2019-01-11,2019,M,GUATEMALA,REINGRESO
12339,INGENIERIA INDUSTRIAL,2019-01-11,2019,M,GUATEMALA,PRIMER INGRESO
